x,u,rho
0.0,0.04578986294754081,1.3611434771059148
0.0025,0.045794236156865065,1.361146320524096
0.005,0.04580735716609311,1.3611548506723647
0.0075,0.04582923011938177,1.361169067231906
0.01,0.045859861924962435,1.3611889696713706
0.0125,0.045899262257096334,1.3612145572468952
0.015,0.04594744355881259,1.361245829002125
0.0175,0.04600442104542954,1.3612827837682464
0.02,0.04607021270886014,1.361325420164025
0.0225,0.046144839322702524,1.3613737365958505
0.025,0.04622832444811651,1.361427731257789
0.0275,0.04632069444048771,1.361487402131642
0.03,0.04642197845688038,1.3615527469870128
0.0325,0.046532208464280904,1.3616237633813784
0.035,0.0466514192486334,1.3617004486601698
0.0375,0.046779648424669674,1.3617827999568588
0.04,0.046916936446535544,1.3618708141930485
0.0425,0.04706332661921566,1.3619644880785768
0.045,0.04721886511075955,1.3620638181116211
0.0475,0.047383600965311336,1.3621688005788102
0.05,0.04755758611694583,1.3622794315553461
0.0525,0.04774087540431414,1.3623957069051293
0.055,0.04793352658610171,1.3625176222808912
0.0575,0.04813560035730209,1.3626451731243339
0.06,0.04834716036630988,1.362778354666275
0.0625,0.048568273232836315,1.3629171619267997
0.065,0.04879900856665131,1.36306158971542
0.0675,0.049039438987155744,1.3632116326312365
0.07,0.04928964014378798,1.363367285063111
0.0725,0.04954969073726882,1.363528541189842
0.075,0.04981967254168918,1.3636953949803463
0.0775,0.05009967042744483,1.3638678401938493
0.08,0.05038977238502295,1.3640458703800769
0.0825,0.05069006954964493,1.3642294788794562
0.085,0.05100065622677063,1.3644186588233216
0.0875,0.05132162991846853,1.3646134031341244
0.09,0.051653091350657404,1.364813704525651
0.0925,0.05199514450122467,1.3650195555032425
0.095,0.05234789662902604,1.3652309483640235
0.0975,0.052711458303772364,1.3654478751971342
0.1,0.05308594343681004,1.3656703278839666
0.1025,0.05347146931279832,1.365898298098409
0.105,0.053868156622291795,1.3661317773070891
0.1075,0.05427612949523619,1.366370756769631
0.11,0.05469551553537761,1.366615227538908
0.1125,0.05512644585558627,1.3668651804613041
0.115,0.055569055114122995,1.367120606176981
0.1175,0.05602348155182521,1.3673814951201462
0.12,0.056489867030231455,1.3676478375193264
0.1225,0.056968357070695426,1.3679196233976472
0.125,0.05745910089443762,1.368196842573113
0.1275,0.057962251463502264,1.368479484658892
0.13,0.05847796552275852,1.368767539063607
0.1325,0.059006403642850425,1.3690609949916255
0.135,0.05954773026420687,1.3693598414433572
0.1375,0.060102113741954434,1.3696640672155513
0.14,0.06066972639190887,1.3699736609015993
0.1425,0.0612507445377571,1.370288610891838
0.145,0.061845348558944704,1.370608905373859
0.1475,0.062453722940301284,1.3709345323328161
0.15,0.0630760563204386,1.3712654795517392
0.1525,0.0637125415455145,1.3716017346118468
0.155,0.06436337572419204,1.3719432848928634
0.1575,0.06502876027637747,1.3722901175733373
0.16,0.06570890098689532,1.3726422196309602
0.1625,0.06640400806696148,1.372999577842887
0.165,0.0671142962072893,1.3733621787860602
0.1675,0.06783998461330464,1.3737300088375317
0.17,0.0685812971097619,1.3741030541747874
0.1725,0.06933846216952097,1.374481300776073
0.175,0.07011171300122765,1.3748647344207174
0.1775,0.0709012875448158,1.3752533406894598
0.18,0.07170742866135563,1.375647104964776
0.1825,0.07253038405817205,1.376046012431201
0.185,0.07337040639409832,1.3764500480756574
0.1875,0.07422775334832632,1.3768591966877772
0.19,0.07510268771179504,1.3772734428602273
0.1925,0.07599547739908663,1.377692770989032
0.195,0.07690639564704962,1.378117165273894
0.1975,0.07783572079071928,1.3785466097185135
0.2,0.07878373669584957,1.3789810881309095
0.2025,0.07975073262687889,1.3794205841237324
0.205,0.08073700336066944,1.3798650811145818
0.2075,0.0817428492670597,1.380314562326316
0.21,0.08276857626876927,1.3807690107873603
0.2125,0.08381449613397872,1.3812284093320164
0.215,0.08488092645137735,1.3816927406007626
0.2175,0.08596819068958353,1.3821619870405542
0.22,0.08707661836103171,1.382636130905119
0.2225,0.08820654497265946,1.3831151542552491
0.225,0.08935831224285512,1.383599038959088
0.2275,0.09053226811317479,1.3840877666924143
0.23,0.09172876689003527,1.3845813189389171
0.2325,0.09294816925128928,1.385079676990472
0.235,0.09419084239049956,1.3855828219474058
0.2375,0.0954571600951384,1.386090734718758
0.24,0.09674750284790729,1.3866033960225383
0.2425,0.09806225790876108,1.3871207863859734
0.245,0.09940181939317518,1.3876428861457504
0.2475,0.10076658838658406,1.3881696754482515
0.25,0.10215697302710525,1.3887011342497835
0.2525,0.10357338860487732,1.3892372423167965
0.255,0.10501625765485285,1.3897779792260978
0.2575,0.10648601005857791,1.3903233243650557
0.26,0.10798308314110434,1.3908732569317952
0.2625,0.1095079217711347,1.3914277559353847
