x,u,rho
0.3275,8.907732376070132e-6,1.19125
0.33,5.04798836687577e-6,1.195
0.3325,3.3398464981826594e-6,1.19875
0.335,2.061872473969466e-6,1.2025000000000001
0.3375,9.294664782801374e-7,1.20625
0.34,5.566405963975025e-7,1.21
0.3425,3.955389346435265e-7,1.21375
0.345,1.8075754800977268e-7,1.2175
0.3475,1.085434515280083e-7,1.22125
0.35,5.71782086149452e-8,1.2249999999999999
0.3525,3.3691287870566834e-8,1.22875
0.355,2.0284949088767577e-8,1.2325
0.3575,1.0724634506129907e-8,1.23625
0.36,4.4137441973077846e-9,1.24
0.3625,2.993488535722282e-9,1.24375
0.365,1.2078336076570977e-9,1.2475
0.3675,7.961073420635144e-10,1.25125
0.37,3.8105301114264766e-10,1.255
0.3725,1.9285226194285184e-10,1.25875
0.375,9.568876383087225e-11,1.2625
0.3775,5.1179257110574094e-11,1.2662499999999999
0.38,2.003163875444518e-11,1.27
0.3825,1.0457362153216157e-11,1.27375
0.385,5.530610427621808e-12,1.2774999999999999
0.3875,2.756611668080403e-12,1.28125
0.39,1.2567228287530452e-12,1.2850000000000001
0.3925,5.858112963886654e-13,1.28875
0.395,2.221315098426034e-13,1.2925
0.3975,1.1082779194443543e-13,1.2962500000000001
0.4,4.746903895796122e-14,1.3
0.4025,2.2461788092613844e-14,1.30375
0.405,1.0296383266991187e-14,1.3075
0.4075,3.9642885560288835e-15,1.3112499999999998
0.41,2.0486779228685984e-15,1.315
0.4125,8.180297062918715e-16,1.31875
0.415,3.33288474563323e-16,1.3225
0.4175,1.3568252660530478e-16,1.32625
0.42,6.520873479796404e-17,1.33
0.4225,2.765777371982444e-17,1.33375
0.425,9.819519812160854e-18,1.3375
0.4275,4.703958168568765e-18,1.34125
0.43,1.528905394760089e-18,1.345
0.4325,7.22300799765387e-19,1.34875
0.435,2.5508745742605934e-19,1.3525
0.4375,9.473050211428537e-20,1.35625
0.44,3.6329430297755025e-20,1.3599999999999999
0.4425,1.6495430824782852e-20,1.36375
0.445,6.3596921530522826e-21,1.3675
0.4475,2.248278620330672e-21,1.3712499999999999
0.45,7.256357054524965e-22,1.375
0.4525,2.7908864271238553e-22,1.3787500000000001
0.455,9.909404155126569e-23,1.3825
0.4575,3.823528813758799e-23,1.38625
0.46,1.461603032682623e-23,1.3900000000000001
0.4625,4.011841992547524e-24,1.39375
0.465,1.7598914985401333e-24,1.3975
0.4675,5.072038833356185e-25,1.40125
0.47,1.9100854741843072e-25,1.4049999999999998
0.4725,5.472554201405691e-26,1.40875
0.475,2.4086111921709876e-26,1.4125
0.4775,6.824491740861875e-27,1.41625
0.48,2.404699514337492e-27,1.42
0.4825,8.089093103834478e-28,1.42375
0.485,2.362563759698348e-28,1.4275
0.4875,8.21297103664866e-29,1.43125
0.49,2.3171191271077542e-29,1.435
0.4925,7.1792535432605e-30,1.43875
0.495,2.175242304553662e-30,1.4425
0.4975,7.183883892541893e-31,1.44625
0.5,2.019396027661786e-31,1.45
0.5025,6.184222145798651e-32,1.4537499999999999
0.505,1.8194128462374514e-32,1.4575
0.5075,5.84330452094929e-33,1.46125
0.51,1.4155055680030352e-33,1.4649999999999999
0.5125,4.0837489949022825e-34,1.46875
0.515,1.3949477680945874e-34,1.4725000000000001
0.5175,4.0192213278882885e-35,1.4762499999999998
0.52,1.1663557584787038e-35,1.48
0.5225,3.310352410056438e-36,1.48375
0.525,8.208912319469818e-37,1.4875
0.5275,2.187352496206915e-37,1.49125
0.53,5.39380968423065e-38,1.495
0.5325,1.4670758218531226e-38,1.4987499999999998
0.535,4.4649673992456705e-39,1.5025
0.5375,1.050008994686872e-39,1.50625
0.54,2.4793815795769603e-40,1.51
0.5425,7.703880661919309e-41,1.51375
0.545,1.9402754490270378e-41,1.5175
0.5475,5.058408932000544e-42,1.52125
0.55,2.3057325869068148e-42,1.525
0.5525,4.797575870855332e-42,1.52875
0.555,1.8049184273877934e-41,1.5325000000000002
0.5575,7.558809734579225e-41,1.53625
0.56,2.5362935971154986e-40,1.54
0.5625,1.1882473023780147e-39,1.54375
0.565,3.586205782034496e-39,1.5474999999999999
0.5675,1.491372274777746e-38,1.55125
0.57,5.294791093781147e-38,1.555
0.5725,2.1624363577563045e-37,1.5587499999999999
0.575,7.2492118577425226e-37,1.5625
0.5775,2.9219006561101643e-36,1.5662500000000001
0.58,1.1802347707021428e-35,1.5699999999999998
0.5825,3.9158424437459847e-35,1.57375
0.585,1.3052823263968579e-34,1.5775
0.5875,4.651548188537232e-34,1.58125
0.59,1.500509495538971e-33,1.585
0.5925,5.1495976509148584e-33,1.58875
0.595,2.035267053447095e-32,1.5924999999999998
0.5975,6.848860425179184e-32,1.59625
0.6,2.11667537973111e-31,1.6
0.6025,6.73618431403877e-31,1.60375
0.605,2.014688147352318e-30,1.6075
0.6075,7.811053457359569e-30,1.61125
0.61,2.4188364788157713e-29,1.615
0.6125,8.181422837625475e-29,1.61875
0.615,2.7072021583615856e-28,1.6225
0.6175,7.3077713784484345e-28,1.6262500000000002
0.62,2.3688817061921696e-27,1.63
0.6225,6.439190287587109e-27,1.63375
0.625,1.9514575938191532e-26,1.6375
0.6275,5.814230972204873e-26,1.6412499999999999
0.63,1.9148527601097358e-25,1.645
0.6325,5.341830752763066e-25,1.64875
0.635,1.556990129596763e-24,1.6524999999999999
0.6375,5.026180687006087e-24,1.65625
0.64,1.1380060091160492e-23,1.6600000000000001
0.6425,3.4100202803016315e-23,1.6637499999999998
0.645,9.99636774245764e-23,1.6675
0.6475,3.055737607504784e-22,1.67125
0.65,8.256110447231229e-22,1.675
0.6525,2.3343220175530053e-21,1.67875
0.655,5.754806782816157e-21,1.6825
0.6575,1.6259152479262703e-20,1.6862499999999998
0.66,4.088986989553531e-20,1.69
0.6625,9.013571546828424e-20,1.69375
0.665,2.438968202704685e-19,1.6975
0.6675,5.757447363192231e-19,1.70125
0.67,1.4833778165030694e-18,1.705
0.6725,4.113378929612362e-18,1.70875
0.675,1.134489081739119e-17,1.7125
0.6775,2.353233720469342e-17,1.71625
0.68,5.66936575439538e-17,1.7200000000000002
0.6825,1.4839531222238517e-16,1.72375
0.685,3.2577830656223913e-16,1.7275
0.6875,8.82517616817637e-16,1.73125
0.69,1.6583469558011377e-15,1.7349999999999999
0.6925,4.1359015287845016e-15,1.73875
0.695,1.1297755373851976e-14,1.7425
0.6975,2.395118823964885e-14,1.7462499999999999
0.7,4.511834649888719e-14,1.75
0.7025,1.146679109576733e-13,1.75375
0.705,2.6571044227091765e-13,1.7574999999999998
0.7075,5.364880016208047e-13,1.76125
0.71,1.0543883040349821e-12,1.7650000000000001
0.7125,2.313903211616685e-12,1.7687499999999998
0.715,5.096411141740614e-12,1.7725
0.7175,1.0859109175544936e-11,1.77625
0.72,2.151210140005389e-11,1.78
0.7225,4.502127772314795e-11,1.78375
0.725,1.011658567565586e-10,1.7874999999999999
0.7275,2.0400514022563315e-10,1.7912500000000002
0.73,3.9090702234008016e-10,1.795
0.7325,7.076403737882663e-10,1.79875
0.735,1.3867696742848261e-9,1.8024999999999998
0.7375,2.405628660387108e-9,1.8062500000000001
0.74,5.528663059353208e-9,1.81
0.7425,1.0891533329729893e-8,1.81375
0.745,2.0170310618634144e-8,1.8175
0.7475,3.041166659904655e-8,1.82125
0.75,5.3007566953591275e-8,1.8250000000000002
0.7525,1.1343899491727263e-7,1.8287499999999999
0.755,2.033806563779722e-7,1.8325
0.7575,3.980607029288268e-7,1.8362499999999997
0.76,5.643643704504317e-7,1.84
0.7625,9.498174886182112e-7,1.84375
0.765,1.9362632202370883e-6,1.8475
0.7675,2.969777418576131e-6,1.8512499999999998
0.77,5.041690856995312e-6,1.855
0.7725,9.047049147560582e-6,1.8587500000000001
0.775,1.3590387796507079e-5,1.8624999999999998
0.7775,2.2131402559496532e-5,1.86625
0.78,3.9407545809323984e-5,1.87
0.7825,5.6099764319820704e-5,1.87375
0.785,0.00010186848474676991,1.8775
0.7875,0.00016857782536762195,1.8812499999999999
0.79,0.00023716589047014847,1.8850000000000002
0.7925,0.0003619116833945375,1.88875
0.795,0.0005799739939335029,1.8925
0.7975,0.0009271260356084535,1.8962499999999998
0.8,0.001416319622141798,1.9000000000000001
0.8025,0.002142773043722912,1.90375
0.805,0.002607613495755671,1.9075
0.8075,0.003852338657188346,1.91125
0.81,0.005986288363051818,1.915
0.8125,0.009847167830784752,1.9187500000000002
0.815,0.012646637216392953,1.9224999999999999
0.8175,0.0165825055190125,1.92625
0.82,0.025639471832083358,1.9299999999999997
0.8225,0.0352284821236442,1.93375
0.825,0.04158367444780707,1.9375
0.8275,0.05770946083276123,1.94125
0.83,0.08862802976785653,1.9449999999999998
0.8325,0.11228227893462013,1.94875
0.835,0.14803636389634858,1.9525000000000001
0.8375,0.15583021619878978,1.9562499999999998
0.84,0.2133208386691583,1.96
0.8425,0.2706419573880523,1.96375
0.845,0.385148910111606,1.9675
0.8475,0.48671606039395515,1.97125
0.85,0.5004015051818516,1.9749999999999999
0.8525,0.7330612615663891,1.9787500000000002
0.855,0.740507163237786,1.9825
0.8575,1.0028841967246185,1.98625
0.86,1.090177141665388,1.9899999999999998
0.8625,1.3826543415481285,1.9937500000000001
0.865,1.6648720718765027,1.9975
0.8675,1.5571336916930225,2.0012499999999998
0.87,2.010229317554309,2.005
0.8725,2.393905296430772,2.00875
0.875,2.6628534930521424,2.0125
0.8775,2.57579361311844,2.01625
0.88,2.7201276749245693,2.02
0.8825,2.9485355733021232,2.0237499999999997
0.885,3.041837203986246,2.0275
0.8875,3.1614298214255774,2.03125
0.89,3.542166516396186,2.035
0.8925,3.855086590066701,2.03875
0.895,3.4089251550557043,2.0425
0.8975,3.591305065479828,2.04625
0.9,3.8828125174988797,1.0
0.9025,4.324618662224135,1.00375
0.905,3.8400976337131207,1.0075
0.9075,4.334891003211221,1.01125
0.91,4.1055481243345,1.0150000000000001
0.9125,3.0638333999965073,1.0187499999999998
0.915,3.7912804128468505,1.0225
0.9175,2.751066973650546,1.0262499999999999
0.92,3.1786212083127263,1.03
0.9225,2.5499287180642125,1.03375
0.925,2.404992682571318,1.0375
0.9275,2.0614528125774156,1.04125
0.93,2.064854856654318,1.045
0.9325,1.6459624968351496,1.04875
0.935,1.7004678326261293,1.0525
0.9375,1.1469767759393634,1.05625
0.94,1.1983550040143167,1.0599999999999998
0.9425,0.9412687788484834,1.06375
0.945,0.725264637155547,1.0675
0.9475,0.740662874146452,1.07125
0.95,0.5061886323181845,1.075
0.9525,0.4915567236518783,1.0787499999999999
0.955,0.3573129549714769,1.0825
0.9575,0.3012922075922977,1.08625
0.96,0.22786311160925846,1.0899999999999999
0.9625,0.19104847689956125,1.09375
0.965,0.11740579033567189,1.0975
0.9675,0.10031638327403263,1.10125
0.97,0.08407077033159716,1.105
0.9725,0.0643779366533687,1.1087500000000001
0.975,0.04082837541867371,1.1124999999999998
0.9775,0.035373368326967344,1.11625
0.98,0.023380721643910647,1.1199999999999999
0.9825,0.019574824658048762,1.12375
0.985,0.013316275062898545,1.1275
0.9875,0.008334703160623192,1.13125
0.99,0.005898685332151434,1.135
0.9925,0.004363652489711463,1.13875
0.995,0.0026049387731931772,1.1425
0.9975,0.0018197426976540654,1.14625
1.0,0.0014495292715854479,1.15
